Materia;abstain;name;for;time;against;id;dispensed;Artículo;date;Trámite;Sesión;Tipo de votación;Quorum;Observaciones
Modifica la ley Nº18.933, sobre Instituciones de Salud Previsional.;1;Boletín N°2981-11;65;13:27;34;4294;0;Enmiendas al número 8 del artículo 1º, por las que se modifica el artículo 33 bis de la ley de Isapres.;19.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;66;Particular;Quorum Simple;
Modifica la ley Nº18.933, sobre Instituciones de Salud Previsional.;1;Boletín N°2981-11;64;13:27;34;4295;0;Enmiendas al número 13 del artículo 1º, por las que se modifica el artículo 38 de la ley de Isapres.;19.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;66;Particular;Quorum Simple;
Modifica la ley Nº18.933, sobre Instituciones de Salud Previsional.;1;Boletín N°2981-11;65;13:28;34;4296;0;Enmienda al número 16 del artículo 1º, por la que se sustituye el artículo 40 de la ley de Isapres.;19.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;66;Particular;Quorum Simple;
Modifica la ley Nº18.933, sobre Instituciones de Salud Previsional.;1;Boletín N°2981-11;65;13:29;34;4297;0;Enmienda al número 18 del artículo 1º, por la que se intercala un artículo 41 bis, nuevo, en la ley de Isapres.;19.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;66;Particular;Quorum Simple;
Fusiona los Escalafones Femeninos y Masculinos de Oficiales de Carabineros de Chile.;0;Boletín N°3694-02;78;17:08;0;4299;0;Con excepción de los artículos 3º, 5º y 6º permanentes y 3º transitorio.;20.4.2005;Primer Trámite Constitucional / Primer Informe;68;General;Quorum Simple;
Fusiona los Escalafones Femeninos y Masculinos de Oficiales de Carabineros de Chile.;0;Boletín N°3694-02;83;17:10;0;4300;0;3º, 5º y 6º permanentes y 3º transitorio.;20.4.2005;Primer Trámite Constitucional / Primer Informe;68;General;Ley Orgánica Constitucional;
Modifica el Código Civil, en lo relativo a la exigencia de presentación de antecedentes para dar curso a la demanda de reclamación de maternidad o paternidad, y a la valoración de los medios de prueba sobre el particular.;0;Boletín N°3043-07;88;17:11;0;4301;0;;20.4.2005;Comisión Mixta / Primer Informe;68;Particular;Ley Orgánica Constitucional;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;91;17:13;1;4302;0;"Modificaciones introducidas por el Senado, con excepción de las recaídas en los artículos 8º; 12 bis, nuevo; inciso quinto del artículo 13; número 5 del artículo 19 (segunda enmienda); artículo 20, número 2; número 3 del artículo 37 (que pasa a ser 36); inciso segundo del artículo 38 (que pasa a ser 37); inciso final, nuevo, del artículo 38 (que pasa a ser 37); artículo 41 (que pasa a ser 40), y artículo 1º transitorio, respecto de las cuales se pidió votación separada.";20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Quorum Simple;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;40;17:14;50;4303;0;Modificación introducida por el Senado en el artículo 8º.;20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Quorum Simple;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;1;17:15;87;4304;0;Modificación del Senado por la que incorpora un artículo 12 bis, nuevo.;20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Quorum Simple;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;54;17:15;32;4305;0;Modificación del Senado por la que reemplaza el inciso quinto del artículo 13.;20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Quorum Simple;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;0;17:16;88;4306;0;Segunda enmienda introducida por el Senado en el número 5 del artículo 19.;20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Ley Orgánica Constitucional;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;43;17:17;46;4307;0;Modificación del Senado por la que agrega un párrafo segundo, nuevo, en el número 2 del artículo 20.;20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Ley Orgánica Constitucional;
Establece normas para el financiamiento de estudios de educación superior.;1;Boletín N°3223-04;39;17:18;46;4308;0;Modificaciones introducidas por el Senado en el número 3 del artículo 37 (que pasa a ser 36).;20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Quorum Simple;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;43;17:18;47;4309;0;Modificaciones introducidas por el Senado en el inciso segundo del artículo 38 (que pasa a ser 37).;20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Quorum Simple;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;41;17:19;44;4310;0;Modificación del Senado por la que agrega un inciso final, nuevo, en el artículo 38 (que pasa a ser 37).;20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Quorum Simple;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;0;17:20;90;4311;0;Modificación introducida por el Senado en el artículo 41 (que pasa a ser 40).;20.4.2005;Tercer Trámite Constitucional / Informe enmiendas del Senado;68;Particular;Quorum Simple;
Autoriza erigir un monumento en la ciudad de Copiapó en memoria de Monseñor Fernando Ariztía Ruiz, Obispo Emérito de Copiapó.;0;Boletín N°3564-04;78;19:20;0;4313;0;;20.4.2005;Primer Trámite Constitucional / Primer Informe;68;General;Quorum Simple;
Crea juzgados laborales y juzgados de cobranza laboral y previsional en las comunas que indica.;0;Boletín N°3368-13;88;19:21;0;4314;0;Modificaciones del Senado.;20.4.2005;Tercer Trámite Constitucional /;68;Particular;Ley Orgánica Constitucional;
Modifica la ley Nº 17.322, el Código del Trabajo y el decreto ley Nº 3.500, de 1980, sobre cobranza judicial de imposiciones morosas.;0;Boletín N°3369-13;86;19:22;0;4315;0;Enmiendas del Senado.;20.4.2005;Tercer Trámite Constitucional /;68;Particular;Quorum Simple;
Suspende la inscripción de automóviles colectivos y buses en el Registro Nacional de Servicios de Transporte de Pasajeros.;3;Boletín N°3399-15;79;19:23;1;4316;0;;20.4.2005;Primer Trámite Constitucional / Primer Informe;68;General;Quorum Simple;
Suspende la inscripción de automóviles colectivos y buses en el Registro Nacional de Servicios de Transporte de Pasajeros.;2;Boletín N°3399-15;78;19:24;0;4317;0;"Indicación de los diputados García; Letelier, don Juan Pablo, y Espinoza, para sustituir, en el inciso primero del artículo único, la palabra ¿colectivos¿ por el vocablo ¿taxis¿.";20.4.2005;Primer Trámite Constitucional / Primer Informe;68;Particular;Quorum Simple;
Suspende la inscripción de automóviles colectivos y buses en el Registro Nacional de Servicios de Transporte de Pasajeros.;1;Boletín N°3399-15;80;19:25;0;4318;0;"Indicación de los Diputados Longueira; García-Huidobro, Bauer, Prieto, Valenzuela; Pérez, don Aníbal, y Letelier, don Juan Pablo, para eliminar, en el inciso segundo del artículo único, la expresión ¿o cambio de inscripción de una región a otra¿.";20.4.2005;Primer Trámite Constitucional / Primer Informe;68;Particular;Quorum Simple;
Constituir la Comisión de Recursos Naturales en Investigadora de supuestas irregularidades de organismos públicos por falta de control en extracción de áridos.;0;Proyecto de Acuerdo N°547;57;19:26;0;4319;0;;20.4.2005;;68;General y particular;;
Introduce modificaciones al marco normativo que rige al sector eléctrico.;0;Boletín N°3806-08;97;13:19;0;4324;0;;3.5.2005;Tercer Trámite Constitucional /;69;Particular;Quorum Simple;
Modifica los Códigos Procesal Penal y Penal en diversas materias relativas al funcionamiento de la reforma procesal penal.;0;Boletín N°3465-07;94;13:20;0;4325;0;;3.5.2005;Segundo Trámite Constitucional / Segundo Informe;69;Particular;Ley Orgánica Constitucional;
Solicitudes en relación con delitos por homofobia.;0;Proyecto de Acuerdo N°549;41;13:22;7;4326;0;;3.5.2005;;69;General y particular;;
Pensión de vejez proporcional al tiempo cotizado para imponentes del antiguo sistema previsional.;0;Proyecto de Acuerdo N°552;47;13:28;0;4327;0;;3.5.2005;;69;General y particular;;
Autoriza erigir monumentos en memoria del Padre Alberto Hurtado en diferentes comunas de país.;0;Boletín N°3542-04;86;21:42;0;4331;0;;3.5.2005;Tercer Trámite Constitucional /;70;Particular;Quorum Simple;
Proyecto de reforma constitucional en materia de gobierno y administración regional.;1;Boletín N°3436-07;87;21:43;0;4332;0;;3.5.2005;Primer Trámite Constitucional / Primer Informe;70;General;Reforma Constitucional 3/5, se requiere la aprobación de los tres quintos de los señores Diputados en ejercicio;
Establece normas para el financiamiento de estudios de educación superior.;0;Boletín N°3223-04;94;21:44;1;4333;0;;3.5.2005;Comisión Mixta / Primer Informe;70;Particular;Ley Orgánica Constitucional;
"Proyecto de Acuerdo aprobatorio del acuerdo celebrado entre la República de Chile y el Reino de España sobre Reconocimiento Recíproco y Canje de los Permisos de Conducir Nacionales y su Anexo"", adoptado en Madrid por Intercambio de Notas de fechas 24 de mayo y 14 de octubre de 2004 y corregido por Notas fechadas en Madrid el 31 de enero y 7 de febrero de 2005.";0;Boletín N°3838-10;71;19:07;0;4335;0;;4.5.2005;Segundo Trámite Constitucional / Primer Informe;71;General;Quorum Simple;
Modifica el Código Penal y el Código de Justicia Militar en materia de desacato.;0;Boletín N°3048-07;70;19:08;0;4336;0;Enmienda del Senado por la inserta un nuevo número 1 en el artículo 1º del proyecto.;4.5.2005;Tercer Trámite Constitucional /;71;Particular;Quorum Simple;
Modifica el Código Penal y el Código de Justicia Militar en materia de desacato.;0;Boletín N°3048-07;12;19:09;60;4337;0;Enmienda del Senado por la que sustituye el número 2, que pasó a ser 3, del artículo 1º del proyecto, por el que se reemplaza el artículo 264 del Código Penal.;4.5.2005;Tercer Trámite Constitucional /;71;Particular;Quorum Simple;
Modifica el Código Penal y el Código de Justicia Militar en materia de desacato.;0;Boletín N°3048-07;65;19:10;0;4338;0;Enmienda del Senado recaída en el artículo 1º, número 3, que pasó a ser 4, por la que se propone eliminar el artículo 265 del Código Penal.;4.5.2005;Tercer Trámite Constitucional /;71;Particular;Quorum Simple;
Modifica el Código Penal y el Código de Justicia Militar en materia de desacato.;0;Boletín N°3048-07;4;19:10;62;4339;0;Enmienda del Senado por la que suprime el número 4 del artículo 1º del proyecto, por el que se agregaban los artículos 268 ter y 268 quáter, nuevos, en el Código Penal.;4.5.2005;Tercer Trámite Constitucional /;71;Particular;Quorum Simple;
Modifica el Código Penal y el Código de Justicia Militar en materia de desacato.;0;Boletín N°3048-07;66;19:11;1;4340;0;Modificación del Senado por la que intercala los números 5 y 6, nuevos, en el artículo 1º del proyecto.;4.5.2005;Tercer Trámite Constitucional /;71;Particular;Quorum Simple;
Modifica el Código Penal y el Código de Justicia Militar en materia de desacato.;0;Boletín N°3048-07;62;19:11;0;4341;0;Modificación del Senado por la que sustituye el artículo 2º del proyecto.;4.5.2005;Tercer Trámite Constitucional /;71;Particular;Quorum Simple;
Modifica diversos cuerpos legales estableciendo normas destinadas a la protección de los trabajadores y la comunidad respecto de la utilización de productos fitosanitarios.;1;Boletín N°2596-13;71;19:13;0;4342;0;Artículo 1º, número 1.;4.5.2005;Primer Trámite Constitucional / Segundo Informe Complementario;71;Particular;Quorum Simple;
Modifica diversos cuerpos legales estableciendo normas destinadas a la protección de los trabajadores y la comunidad respecto de la utilización de productos fitosanitarios.;0;Boletín N°2596-13;67;19:14;0;4343;0;Artículo 1º, número 2.;4.5.2005;Primer Trámite Constitucional / Segundo Informe Complementario;71;Particular;Quorum Simple;
Modifica diversos cuerpos legales estableciendo normas destinadas a la protección de los trabajadores y la comunidad respecto de la utilización de productos fitosanitarios.;0;Boletín N°2596-13;72;19:15;0;4344;0;Artículo 1º, número 3.;4.5.2005;Primer Trámite Constitucional / Segundo Informe Complementario;71;Particular;Quorum Simple;
Modifica diversos cuerpos legales estableciendo normas destinadas a la protección de los trabajadores y la comunidad respecto de la utilización de productos fitosanitarios.;1;Boletín N°2596-13;61;19:15;3;4345;0;Artículo 1º, número 4.;4.5.2005;Primer Trámite Constitucional / Segundo Informe Complementario;71;Particular;Quorum Simple;
Modifica diversos cuerpos legales estableciendo normas destinadas a la protección de los trabajadores y la comunidad respecto de la utilización de productos fitosanitarios.;1;Boletín N°2596-13;33;19:17;37;4346;0;Indicación renovada al artículo 2º, número 1,  de los diputados Barros, Ulloa, Vargas y Von Mühlenbrock, para incorporar el siguiente inciso tercero, nuevo, en el artículo 87:  ¿Del mismo modo, deberán notificarse todas aquellas afecciones acerca de las cuales existan antecedentes técnicos de exposición a plaguicidas, los que deberán ser acompañados a la notificación, que permitan presumir que puedan derivarse de intoxicaciones producidas por el uso de plaguicidas o de productos fitosanitarios.¿;4.5.2005;Primer Trámite Constitucional / Segundo Informe Complementario;71;Particular;Quorum Simple;
Modifica diversos cuerpos legales estableciendo normas destinadas a la protección de los trabajadores y la comunidad respecto de la utilización de productos fitosanitarios.;0;Boletín N°2596-13;39;19:18;31;4347;0;Artículo 2º, número 1.;4.5.2005;Primer Trámite Constitucional / Segundo Informe Complementario;71;Particular;Quorum Simple;
